sent_id	tok_i_id	tok_j_id	upos_i	upos_j	deprel_i	deprel_j	lang_i	lang_j	switch	relation
train-s707	7	8	ADP	NOUN	case	obl	en	en	false	within
train-s708	1	2	PRON	DET	nsubj	det	hi	hi	false	boundary
train-s708	2	3	DET	NOUN	det	nmod	hi	en	true	within
train-s708	3	4	NOUN	ADP	nmod	case	en	en	false	within
train-s708	4	5	ADP	NOUN	case	root	en	en	false	within
train-s708	5	6	NOUN	AUX	root	cop	en	hi	true	within
train-s708	6	7	AUX	SCONJ	cop	mark	hi	hi	false	boundary
train-s708	7	8	SCONJ	NOUN	mark	obl	hi	en	true	within
train-s708	8	9	NOUN	ADP	obl	case	en	hi	true	within
train-s708	9	10	ADP	PART	case	advmod	hi	hi	false	within
train-s708	10	11	PART	VERB	advmod	acl	hi	hi	false	boundary
train-s708	11	12	VERB	AUX	acl	aux	hi	hi	false	within
train-s708	12	13	AUX	AUX	aux	aux	hi	hi	false	within
train-s708	13	14	AUX	DET	aux	det	hi	hi	false	boundary
train-s708	14	15	DET	NOUN	det	nmod	hi	hi	false	within
train-s709	1	2	NOUN	ADP	nmod	case	hi	hi	false	within
train-s709	2	3	ADP	NOUN	case	nmod	hi	hi	false	boundary
train-s709	3	4	NOUN	ADP	nmod	case	hi	hi	false	within
train-s709	4	6	ADP	AUX	case	cop	hi	en	true	boundary
train-s709	6	7	AUX	DET	cop	det	en	en	false	within
train-s709	7	8	DET	ADJ	det	amod	en	en	false	within
train-s709	8	9	ADJ	NOUN	amod	root	en	en	false	within
train-s709	9	11	NOUN	AUX	root	aux	en	en	false	boundary
train-s709	11	12	AUX	VERB	aux	acl	en	en	false	within
train-s710	1	2	ADJ	NOUN	amod	root	hi	hi	false	within
train-s710	2	3	NOUN	AUX	root	cop	hi	hi	false	within
train-s710	3	4	AUX	NOUN	cop	compound	hi	en	true	boundary
train-s710	4	5	NOUN	NOUN	compound	nmod	en	en	false	within
train-s710	5	6	NOUN	VERB	nmod	acl	en	hi	true	within
train-s710	6	7	VERB	SCONJ	acl	mark	hi	hi	false	within
train-s710	7	8	SCONJ	CCONJ	mark	cc	hi	en	true	boundary
train-s710	8	9	CCONJ	PRON	cc	nsubj	en	en	false	boundary
train-s710	9	10	PRON	VERB	nsubj	conj	en	en	false	boundary
train-s710	10	11	VERB	PART	conj	mark	en	en	false	boundary
train-s710	11	12	PART	VERB	mark	xcomp	en	en	false	within
train-s710	12	13	VERB	CCONJ	xcomp	cc	en	en	false	boundary
train-s710	13	14	CCONJ	PRON	cc	nsubj	en	en	false	within
train-s710	14	15	PRON	VERB	nsubj	conj	en	en	false	within
train-s710	15	16	VERB	DET	conj	det	en	en	false	boundary
train-s710	16	17	DET	NOUN	det	obj	en	en	false	within
train-s711	1	2	NOUN	AUX	nsubj	cop	en	en	false	within
train-s711	2	3	AUX	ADP	cop	case	en	en	false	within
train-s711	3	4	ADP	DET	case	det	en	en	false	within
train-s711	4	6	DET	ADP	det	case	en	hi	true	boundary
train-s711	6	7	ADP	ADJ	case	amod	hi	hi	false	boundary
train-s711	7	8	ADJ	NOUN	amod	root	hi	en	true	within
train-s712	1	2	NOUN	AUX	nsubj	aux	en	en	false	within
train-s712	2	3	AUX	PART	aux	advmod	en	en	false	within
train-s712	3	4	PART	VERB	advmod	root	en	en	false	within
train-s712	4	5	VERB	NOUN	root	obj	en	en	false	within
train-s712	5	7	NOUN	CCONJ	obj	cc	en	hi	true	boundary
train-s712	7	8	CCONJ	PART	cc	advmod	hi	hi	false	within
train-s712	8	9	PART	ADJ	advmod	conj	hi	en	true	boundary
train-s712	9	10	ADJ	AUX	conj	cop	en	hi	true	within
train-s712	10	11	AUX	CCONJ	cop	cc	hi	hi	false	boundary
train-s712	11	12	CCONJ	PART	cc	advmod	hi	hi	false	within
train-s712	12	13	PART	NOUN	advmod	compound	hi	hi	false	boundary
train-s712	13	14	NOUN	VERB	compound	conj	hi	hi	false	within
train-s712	14	15	VERB	PART	conj	advmod	hi	hi	false	within
train-s712	15	16	PART	AUX	advmod	aux	hi	hi	false	within
train-s712	16	17	AUX	AUX	aux	aux	hi	hi	false	within
train-s713	1	2	ADJ	NOUN	amod	nmod	en	en	false	within
train-s713	2	3	NOUN	PART	nmod	case	en	en	false	within
train-s713	3	4	PART	NOUN	case	root	en	en	false	boundary
train-s713	4	5	NOUN	ADP	root	case	en	en	false	boundary
train-s713	5	6	ADP	DET	case	det	en	en	false	within
train-s713	6	7	DET	DET	det	det	en	en	false	within
train-s713	7	8	DET	NOUN	det	nmod	en	en	false	within
train-s713	8	9	NOUN	ADV	nmod	advmod	en	en	false	within
train-s713	9	10	ADV	SCONJ	advmod	mark	en	en	false	boundary
train-s713	10	11	SCONJ	PRON	mark	nsubj	en	en	false	within
train-s713	11	12	PRON	VERB	nsubj	advcl	en	en	false	within
train-s713	12	13	VERB	PRON	advcl	nsubj	en	hi	true	boundary
train-s713	13	14	PRON	ADP	nsubj	case	hi	hi	false	within
train-s713	14	15	ADP	PART	case	advmod	hi	hi	false	within
train-s713	15	16	PART	NOUN	advmod	compound	hi	en	true	boundary
train-s713	16	17	NOUN	PART	compound	advmod	en	hi	true	within
train-s713	17	18	PART	VERB	advmod	xcomp	hi	hi	false	within
train-s713	18	19	VERB	AUX	xcomp	aux	hi	hi	false	within
train-s713	19	20	AUX	PRON	aux	obj	hi	hi	false	within
train-s713	20	21	PRON	NOUN	obj	nmod	hi	hi	false	within
train-s714	1	2	PRON	AUX	nsubj	cop	en	en	false	within
train-s714	2	3	AUX	ADJ	cop	root	en	en	false	within
train-s714	3	4	ADJ	ADP	root	case	en	en	false	boundary
train-s714	4	6	ADP	ADV	case	advmod	en	en	false	boundary
train-s714	6	7	ADV	NOUN	advmod	nsubj	en	hi	true	within
train-s714	7	8	NOUN	ADP	nsubj	case	hi	hi	false	within
train-s714	8	9	ADP	NOUN	case	obj	hi	hi	false	boundary
train-s714	9	10	NOUN	VERB	obj	advcl	hi	hi	false	within
train-s714	10	11	VERB	AUX	advcl	aux	hi	hi	false	within
train-s714	11	12	AUX	ADJ	aux	compound	hi	hi	false	boundary
train-s714	12	13	ADJ	VERB	compound	advcl	hi	hi	false	within
train-s714	13	14	VERB	AUX	advcl	aux	hi	hi	false	within
train-s715	2	3	DET	ADJ	det	amod	en	en	false	within
train-s715	3	4	ADJ	NOUN	amod	nsubj	en	en	false	within
train-s715	4	5	NOUN	ADP	nsubj	case	en	en	false	boundary
train-s715	5	6	ADP	NOUN	case	compound	en	en	false	within
train-s715	6	7	NOUN	NOUN	compound	obl	en	en	false	within
train-s715	7	8	NOUN	AUX	obl	cop	en	en	false	within
train-s715	8	11	AUX	PRON	cop	nsubj	en	hi	true	within
train-s715	11	12	PRON	DET	nsubj	det	hi	hi	false	boundary
train-s715	12	13	DET	NOUN	det	obj	hi	hi	false	within
train-s715	13	14	NOUN	ADJ	obj	xcomp	hi	hi	false	within
train-s715	14	15	ADJ	PART	xcomp	advmod	hi	hi	false	within
train-s715	15	16	PART	VERB	advmod	root	hi	hi	false	boundary
train-s715	16	17	VERB	AUX	root	aux	hi	hi	false	within
train-s715	17	18	AUX	AUX	aux	aux	hi	hi	false	within
train-s716	2	3	VERB	ADV	root	advmod	en	en	false	boundary
train-s716	3	4	ADV	PART	advmod	mark	en	en	false	within
train-s716	4	5	PART	VERB	mark	xcomp	en	en	false	within
train-s716	5	6	VERB	ADP	xcomp	case	en	en	false	boundary
train-s716	6	7	ADP	PRON	case	nmod	en	en	false	within
train-s716	7	8	PRON	NOUN	nmod	nmod	en	hi	true	within
train-s716	8	9	NOUN	PRON	nmod	nmod	hi	hi	false	boundary
train-s716	9	10	PRON	PRON	nmod	obj	hi	hi	false	within
train-s716	10	11	PRON	VERB	obj	advcl	hi	hi	false	within
train-s716	11	13	VERB	ADP	advcl	case	hi	hi	false	boundary
train-s716	13	14	ADP	ADP	case	case	hi	hi	false	within
train-s717	2	3	DET	NOUN	det	obj	en	en	false	within
train-s717	3	4	NOUN	SCONJ	obj	mark	en	en	false	boundary
train-s717	4	5	SCONJ	PRON	mark	nsubj	en	en	false	within
train-s717	5	6	PRON	AUX	nsubj	aux	en	en	false	within
train-s717	6	7	AUX	VERB	aux	advcl	en	en	false	within
train-s717	7	8	VERB	ADP	advcl	case	en	en	false	boundary
train-s717	8	9	ADP	NOUN	case	obl	en	hi	true	within
train-s717	9	10	NOUN	ADP	obl	case	hi	hi	false	within
train-s717	10	11	ADP	ADP	case	case	hi	hi	false	within
train-s717	11	12	ADP	ADP	case	case	hi	hi	false	within
train-s718	1	2	ADJ	NOUN	amod	compound	en	en	false	within
train-s718	2	3	NOUN	NOUN	compound	obj	en	en	false	within
train-s718	3	4	NOUN	VERB	obj	advcl	en	hi	true	within
train-s718	4	5	VERB	AUX	advcl	aux	hi	hi	false	within
train-s718	5	6	AUX	NOUN	aux	compound	hi	hi	false	boundary
train-s718	6	7	NOUN	VERB	compound	root	hi	hi	false	within
train-s718	7	9	VERB	AUX	root	aux	hi	hi	false	within
train-s719	1	2	DET	NOUN	det	compound	hi	hi	false	within
train-s719	2	3	NOUN	VERB	compound	root	hi	hi	false	within
train-s719	3	4	VERB	AUX	root	aux	hi	hi	false	within
train-s719	4	5	AUX	CCONJ	aux	cc	hi	hi	false	boundary
train-s719	5	6	CCONJ	NOUN	cc	conj	hi	hi	false	within
train-s719	6	7	NOUN	ADP	conj	case	hi	hi	false	within
train-s719	7	8	ADP	ADP	case	case	hi	hi	false	within
train-s719	8	9	ADP	AUX	case	cop	hi	hi	false	within
train-s719	9	10	AUX	SCONJ	cop	mark	hi	hi	false	boundary
train-s719	10	11	SCONJ	NOUN	mark	nsubj	hi	hi	false	within
train-s719	11	13	NOUN	ADP	nsubj	case	hi	en	true	boundary
train-s719	13	14	ADP	NOUN	case	obl	en	en	false	within
train-s719	14	15	NOUN	ADV	obl	advmod	en	hi	true	within
train-s719	15	16	ADV	NOUN	advmod	compound	hi	en	true	within
train-s719	16	17	NOUN	VERB	compound	acl	en	hi	true	within
train-s719	17	18	VERB	AUX	acl	aux	hi	hi	false	within
train-s719	18	19	AUX	AUX	aux	aux	hi	hi	false	within
train-s720	3	4	ADP	NOUN	case	compound	hi	en	true	boundary
train-s720	4	5	NOUN	NOUN	compound	nsubj	en	en	false	within
train-s720	5	6	NOUN	NOUN	nsubj	compound	en	hi	true	within
train-s720	6	7	NOUN	VERB	compound	root	hi	hi	false	within
train-s720	7	8	VERB	PRON	root	advmod	hi	hi	false	within
train-s721	1	3	ADV	AUX	advmod	cop	en	en	false	within
train-s721	3	4	AUX	PRON	cop	nsubj	en	en	false	within
train-s721	4	5	PRON	ADJ	nsubj	root	en	en	false	within
train-s721	5	6	ADJ	VERB	root	advcl	en	en	false	within
train-s721	6	7	VERB	NOUN	advcl	obj	en	en	false	within
train-s721	7	8	NOUN	ADP	obj	case	en	en	false	boundary
train-s721	8	9	ADP	DET	case	det	en	en	false	within
train-s721	9	10	DET	NOUN	det	obl	en	en	false	within
train-s721	10	11	NOUN	CCONJ	obl	cc	en	en	false	boundary
train-s721	11	12	CCONJ	ADV	cc	advmod	en	en	false	within
train-s721	12	13	ADV	NOUN	advmod	obj	en	hi	true	within
train-s721	13	14	NOUN	VERB	obj	conj	hi	hi	false	within
train-s721	14	15	VERB	AUX	conj	aux	hi	hi	false	within
train-s722	2	3	VERB	SCONJ	amod	mark	hi	hi	false	within
train-s722	3	4	SCONJ	NOUN	mark	nsubj	hi	hi	false	boundary
train-s722	4	5	NOUN	AUX	nsubj	aux	hi	en	true	within
train-s722	5	6	AUX	VERB	aux	root	en	en	false	within
train-s722	6	7	VERB	PRON	root	iobj	en	en	false	within
train-s723	1	2	PRON	PRON	advmod	nmod	hi	hi	false	boundary
train-s723	2	3	PRON	NOUN	nmod	nmod	hi	en	true	within
train-s723	3	4	NOUN	ADP	nmod	case	en	hi	true	within
train-s723	4	5	ADP	ADJ	case	amod	hi	en	true	boundary
train-s723	5	6	ADJ	NOUN	amod	root	en	en	false	within
train-s723	6	7	NOUN	AUX	root	cop	en	hi	true	within
train-s724	2	3	VERB	ADV	root	advmod	en	en	false	boundary
train-s724	3	4	ADV	ADV	advmod	advmod	en	en	false	within
train-s724	4	5	ADV	SCONJ	advmod	mark	en	en	false	boundary
train-s724	5	6	SCONJ	NOUN	mark	obl	en	hi	true	within
train-s724	6	7	NOUN	ADP	obl	case	hi	hi	false	within
train-s724	7	8	ADP	PRON	case	nsubj	hi	hi	false	boundary
train-s724	8	9	PRON	ADP	nsubj	case	hi	hi	false	within
train-s724	9	10	ADP	NOUN	case	obj	hi	hi	false	boundary
train-s724	10	11	NOUN	VERB	obj	advcl	hi	hi	false	within
train-s724	11	12	VERB	AUX	advcl	aux	hi	hi	false	within
train-s725	1	2	PRON	VERB	nsubj	root	en	en	false	within
train-s725	2	4	VERB	NOUN	root	compound	en	en	false	boundary
train-s725	4	5	NOUN	VERB	compound	xcomp	en	hi	true	within
train-s725	5	6	VERB	AUX	xcomp	aux	hi	hi	false	within
train-s725	6	7	AUX	AUX	aux	aux	hi	hi	false	within
train-s726	1	2	ADV	VERB	advmod	root	en	hi	true	within
train-s726	2	3	VERB	AUX	root	aux	hi	hi	false	within
train-s726	3	4	AUX	PRON	aux	nsubj	hi	hi	false	within
train-s726	4	5	PRON	ADJ	nsubj	xcomp	hi	en	true	within
train-s727	1	2	PRON	NOUN	obj	compound	hi	hi	false	within
train-s727	2	3	NOUN	VERB	compound	root	hi	hi	false	within
train-s727	3	4	VERB	AUX	root	aux	hi	hi	false	within
train-s727	4	5	AUX	SCONJ	aux	mark	hi	hi	false	boundary
train-s727	5	7	SCONJ	ADP	mark	case	hi	hi	false	boundary
train-s727	7	8	ADP	ADJ	case	amod	hi	en	true	boundary
train-s727	8	9	ADJ	NOUN	amod	nmod	en	en	false	within
train-s727	9	10	NOUN	ADP	nmod	case	en	hi	true	within
train-s727	10	11	ADP	NOUN	case	compound	hi	en	true	boundary
train-s727	11	12	NOUN	NOUN	compound	nmod	en	en	false	within
train-s727	12	13	NOUN	PART	nmod	advmod	en	hi	true	within
train-s727	13	14	PART	AUX	advmod	cop	hi	hi	false	within
train-s728	1	2	NOUN	NOUN	compound	obj	en	en	false	within
train-s728	2	3	NOUN	ADP	obj	case	en	hi	true	within
train-s728	3	4	ADP	VERB	case	csubj	hi	hi	false	boundary
train-s728	4	5	VERB	VERB	csubj	conj	hi	hi	false	within
train-s728	5	6	VERB	SCONJ	conj	mark	hi	hi	false	within
train-s728	6	7	SCONJ	ADV	mark	advmod	hi	hi	false	boundary
train-s728	7	8	ADV	ADJ	advmod	root	hi	hi	false	within
train-s728	8	9	ADJ	AUX	root	cop	hi	hi	false	within
train-s728	9	10	AUX	CCONJ	cop	cc	hi	hi	false	boundary
train-s728	10	11	CCONJ	PART	cc	advmod	hi	hi	false	within
train-s728	11	13	PART	NOUN	advmod	conj	hi	en	true	boundary
train-s729	1	2	AUX	PRON	cop	root	en	en	false	within
train-s729	2	3	PRON	DET	root	det	en	en	false	boundary
train-s729	3	4	DET	ADJ	det	amod	en	en	false	within
train-s729	4	5	ADJ	NOUN	amod	nmod	en	en	false	within
train-s729	5	6	NOUN	PRON	nmod	nsubj	en	hi	true	boundary
train-s729	6	7	PRON	ADV	nsubj	obl	hi	hi	false	within
train-s729	7	8	ADV	ADP	obl	case	hi	hi	false	within
train-s729	8	10	ADP	CCONJ	case	cc	hi	hi	false	boundary
train-s729	10	12	CCONJ	PART	cc	advmod	hi	hi	false	boundary
train-s729	12	13	PART	VERB	advmod	acl:relcl	hi	hi	false	within
train-s730	1	2	NOUN	ADP	nmod	case	hi	hi	false	within
train-s730	2	3	ADP	NOUN	case	nsubj	hi	en	true	boundary
train-s730	3	4	NOUN	ADV	nsubj	obl	en	hi	true	boundary
train-s730	4	5	ADV	ADP	obl	case	hi	hi	false	within
train-s730	5	6	ADP	VERB	case	advcl	hi	hi	false	boundary
train-s730	6	7	VERB	SCONJ	advcl	mark	hi	hi	false	within
train-s730	7	8	SCONJ	ADJ	mark	compound	hi	en	true	boundary
train-s730	8	9	ADJ	PART	compound	advmod	en	hi	true	within
train-s730	9	10	PART	VERB	advmod	acl	hi	hi	false	boundary
train-s730	10	11	VERB	AUX	acl	aux	hi	hi	false	within
train-s730	11	13	AUX	PRON	aux	nsubj	hi	hi	false	boundary
train-s730	13	14	PRON	NOUN	nsubj	nmod	hi	hi	false	within
train-s730	14	15	NOUN	ADJ	nmod	amod	hi	en	true	boundary
train-s730	15	16	ADJ	NOUN	amod	nmod	en	en	false	boundary
train-s730	16	17	NOUN	ADP	nmod	case	en	hi	true	boundary
train-s730	17	18	ADP	NOUN	case	compound	hi	en	true	within
train-s730	18	19	NOUN	VERB	compound	root	en	hi	true	within
train-s731	2	3	NOUN	AUX	flat	cop	en	en	false	boundary
train-s731	3	4	AUX	ADP	cop	case	en	en	false	within
train-s731	4	5	ADP	DET	case	det	en	en	false	within
train-s731	5	6	DET	NUM	det	nummod	en	en	false	within
train-s731	6	7	NUM	NOUN	nummod	root	en	en	false	within
train-s731	7	8	NOUN	PRON	root	nsubj	en	hi	true	boundary
train-s731	8	9	PRON	ADV	nsubj	advmod	hi	hi	false	within
train-s731	9	10	ADV	PART	advmod	advmod	hi	hi	false	within
train-s731	10	11	PART	VERB	advmod	acl:relcl	hi	hi	false	within
train-s731	11	12	VERB	CCONJ	acl:relcl	cc	hi	hi	false	boundary
train-s731	12	13	CCONJ	ADV	cc	advmod	hi	hi	false	within
train-s731	13	14	ADV	NOUN	advmod	compound	hi	en	true	within
train-s731	14	15	NOUN	VERB	compound	conj	en	hi	true	within
train-s731	15	16	VERB	AUX	conj	aux	hi	hi	false	within
train-s732	1	2	PRON	AUX	nsubj	aux	en	en	false	within
train-s732	2	3	AUX	VERB	aux	root	en	en	false	within
train-s732	3	4	VERB	SCONJ	root	mark	en	hi	true	boundary
train-s732	4	5	SCONJ	PRON	mark	nsubj	hi	hi	false	within
train-s732	5	6	PRON	ADJ	nsubj	ccomp	hi	en	true	within
train-s732	6	7	ADJ	AUX	ccomp	cop	en	hi	true	within
train-s732	7	8	AUX	ADV	cop	advmod	hi	en	true	boundary
train-s732	8	9	ADV	ADJ	advmod	conj	en	en	false	within
train-s732	9	10	ADJ	AUX	conj	cop	en	hi	true	within
train-s732	10	11	AUX	CCONJ	cop	cc	hi	en	true	boundary
train-s732	11	12	CCONJ	PRON	cc	nsubj	en	hi	true	within
train-s732	12	13	PRON	PRON	nsubj	advmod	hi	hi	false	boundary
train-s732	13	14	PRON	ADP	advmod	case	hi	hi	false	within
train-s732	14	15	ADP	DET	case	det	hi	hi	false	boundary
train-s732	15	16	DET	PART	det	advmod	hi	hi	false	within
train-s732	16	17	PART	ADV	advmod	advmod	hi	hi	false	boundary
train-s732	17	18	ADV	ADJ	advmod	conj	hi	en	true	within
train-s732	18	19	ADJ	AUX	conj	cop	en	hi	true	within
train-s733	1	3	PRON	ADP	nsubj	case	hi	hi	false	boundary
train-s733	3	4	ADP	NOUN	case	obj	hi	en	true	boundary
train-s733	4	5	NOUN	VERB	obj	root	en	en	false	within
train-s733	5	6	VERB	AUX	root	aux	en	hi	true	within
train-s733	6	7	AUX	INTJ	aux	discourse	hi	en	true	within
train-s734	3	4	ADP	DET	case	det	en	en	false	within
train-s734	4	5	DET	NOUN	det	obl	en	en	false	within
train-s734	5	6	NOUN	AUX	obl	aux	en	en	false	within
train-s734	6	7	AUX	VERB	aux	root	en	en	false	within
train-s734	7	8	VERB	NOUN	root	nmod	en	hi	true	boundary
train-s734	8	9	NOUN	ADP	nmod	case	hi	hi	false	within
train-s734	9	10	ADP	NOUN	case	acl	hi	hi	false	boundary
train-s734	10	11	NOUN	ADP	acl	case	hi	en	true	boundary
train-s734	11	12	ADP	PROPN	case	nsubj	en	en	false	within
train-s735	1	2	VERB	AUX	root	aux	hi	hi	false	within
train-s735	2	6	AUX	ADP	aux	case	hi	hi	false	boundary
train-s735	6	7	ADP	PRON	case	nmod	hi	hi	false	boundary
train-s735	7	8	PRON	NOUN	nmod	nmod	hi	en	true	within
train-s735	8	9	NOUN	ADP	nmod	case	en	hi	true	within
train-s735	9	10	ADP	DET	case	det	hi	hi	false	boundary
train-s735	10	11	DET	ADJ	det	amod	hi	en	true	within
train-s735	11	12	ADJ	NOUN	amod	obj	en	en	false	within
train-s735	12	13	NOUN	AUX	obj	cop	en	hi	true	within
train-s736	1	2	VERB	VERB	root	advcl	en	en	false	within
train-s736	2	3	VERB	ADP	advcl	case	en	en	false	boundary
train-s736	3	4	ADP	NOUN	case	obl	en	en	false	within
train-s736	4	5	NOUN	CCONJ	obl	cc	en	en	false	boundary
train-s736	5	7	CCONJ	ADP	cc	case	en	hi	true	boundary
train-s736	7	8	ADP	NOUN	case	nsubj	hi	hi	false	boundary
train-s736	8	9	NOUN	ADJ	nsubj	conj	hi	hi	false	within
train-s737	1	2	PRON	VERB	nsubj	root	en	en	false	within
train-s737	2	3	VERB	VERB	root	csubj	en	en	false	boundary
train-s737	3	4	VERB	VERB	csubj	xcomp	en	en	false	within
train-s737	4	5	VERB	AUX	xcomp	aux	en	en	false	boundary
train-s737	5	6	AUX	AUX	aux	aux	en	en	false	within
train-s737	6	7	AUX	VERB	aux	xcomp	en	en	false	within
train-s737	7	8	VERB	CCONJ	xcomp	cc	en	hi	true	boundary
train-s737	8	9	CCONJ	DET	cc	det	hi	hi	false	boundary
train-s737	9	10	DET	NOUN	det	nmod	hi	hi	false	within
train-s737	10	11	NOUN	ADP	nmod	case	hi	hi	false	within
train-s737	11	12	ADP	NOUN	case	obj	hi	hi	false	boundary
train-s737	12	13	NOUN	VERB	obj	conj	hi	hi	false	within
train-s737	13	14	VERB	AUX	conj	aux	hi	hi	false	within
train-s738	1	2	VERB	NOUN	root	obj	en	en	false	within
train-s738	2	3	NOUN	SCONJ	obj	mark	en	en	false	boundary
train-s738	3	4	SCONJ	PRON	mark	nsubj	en	en	false	within
train-s738	4	5	PRON	VERB	nsubj	advcl	en	en	false	within
train-s738	5	6	VERB	NOUN	advcl	nmod	en	hi	true	boundary
train-s738	6	7	NOUN	ADP	nmod	case	hi	hi	false	within
train-s738	7	8	ADP	NOUN	case	obj	hi	hi	false	boundary
train-s739	1	2	ADJ	NOUN	amod	obj	en	en	false	within
train-s739	2	3	NOUN	ADP	obj	case	en	hi	true	within
train-s739	3	4	ADP	VERB	case	advcl	hi	hi	false	boundary
train-s739	4	5	VERB	AUX	advcl	aux	hi	hi	false	within
train-s739	5	6	AUX	ADV	aux	advmod	hi	hi	false	boundary
train-s739	6	7	ADV	NOUN	advmod	compound	hi	en	true	within
train-s739	7	8	NOUN	VERB	compound	root	en	hi	true	within
train-s739	8	9	VERB	AUX	root	aux	hi	hi	false	within
train-s740	1	2	PRON	DET	nsubj	det	hi	hi	false	boundary
train-s740	2	3	DET	NOUN	det	nmod	hi	hi	false	within
train-s740	3	4	NOUN	ADP	nmod	case	hi	hi	false	within
train-s740	4	5	ADP	ADJ	case	amod	hi	en	true	boundary
train-s740	5	6	ADJ	NOUN	amod	root	en	en	false	within
train-s740	6	7	NOUN	AUX	root	cop	en	hi	true	within
train-s741	2	3	NOUN	AUX	nsubj	cop	en	en	false	within
train-s741	3	4	AUX	ADV	cop	advmod	en	en	false	within
train-s741	4	5	ADV	ADJ	advmod	root	en	en	false	within
train-s741	5	6	ADJ	ADV	root	mark	en	en	false	boundary
train-s741	6	7	ADV	DET	mark	det	en	en	false	boundary
train-s741	7	8	DET	NOUN	det	nsubj	en	en	false	within
train-s741	8	9	NOUN	VERB	nsubj	advcl	en	en	false	within
train-s741	9	11	VERB	PART	advcl	advmod	en	hi	true	boundary
train-s741	11	12	PART	VERB	advmod	xcomp	hi	hi	false	within
train-s741	12	13	VERB	PRON	xcomp	nsubj	hi	hi	false	boundary
train-s741	13	14	PRON	VERB	nsubj	advcl	hi	hi	false	within
train-s741	14	15	VERB	AUX	advcl	aux	hi	hi	false	within
train-s742	1	2	PRON	VERB	nsubj	root	en	en	false	within
train-s742	2	3	VERB	PRON	root	nsubj	en	en	false	boundary
train-s742	3	4	PRON	AUX	nsubj	cop	en	en	false	within
train-s742	4	5	AUX	ADJ	cop	ccomp	en	en	false	within
train-s742	5	6	ADJ	PART	ccomp	advmod	en	en	false	within
train-s742	6	7	PART	ADP	advmod	case	en	en	false	boundary
train-s742	7	8	ADP	DET	case	det	en	en	false	within
train-s742	8	9	DET	NOUN	det	nmod	en	en	false	within
train-s742	9	10	NOUN	ADP	nmod	case	en	hi	true	within
train-s742	10	11	ADP	ADJ	case	amod	hi	hi	false	boundary
train-s742	11	12	ADJ	NOUN	amod	nmod	hi	hi	false	within
train-s742	12	13	NOUN	CCONJ	nmod	cc	hi	en	true	boundary
train-s742	13	14	CCONJ	ADJ	cc	amod	en	hi	true	within
train-s742	14	15	ADJ	NOUN	amod	conj	hi	hi	false	within
train-s743	1	2	VERB	PART	root	advmod	hi	hi	false	within
train-s743	2	3	PART	AUX	advmod	aux	hi	hi	false	within
train-s743	3	4	AUX	AUX	aux	aux	hi	hi	false	within
train-s743	4	5	AUX	NOUN	aux	nsubj	hi	en	true	boundary
train-s743	5	6	NOUN	ADV	nsubj	advmod	en	en	false	within
train-s743	6	7	ADV	VERB	advmod	xcomp	en	hi	true	within
train-s743	7	8	VERB	AUX	xcomp	aux	hi	hi	false	within
train-s743	8	9	AUX	AUX	aux	aux	hi	hi	false	within
train-s743	9	10	AUX	AUX	aux	aux	hi	hi	false	within
train-s744	3	5	VERB	ADJ	root	compound	en	hi	true	boundary
train-s744	5	6	ADJ	PART	compound	advmod	hi	hi	false	within
train-s744	6	7	PART	VERB	advmod	xcomp	hi	hi	false	within
train-s744	7	9	VERB	ADJ	xcomp	compound	hi	hi	false	boundary
train-s744	9	10	ADJ	PART	compound	advmod	hi	hi	false	within
train-s744	10	11	PART	VERB	advmod	conj	hi	hi	false	within
train-s744	11	13	VERB	ADJ	conj	compound	hi	hi	false	boundary
train-s744	13	14	ADJ	PART	compound	advmod	hi	hi	false	within
train-s744	14	15	PART	VERB	advmod	conj	hi	hi	false	within
train-s744	15	17	VERB	PRON	conj	nsubj	hi	en	true	boundary
train-s744	17	18	PRON	ADV	nsubj	advmod	en	en	false	within
train-s744	18	19	ADV	VERB	advmod	conj	en	en	false	within
train-s744	19	20	VERB	ADJ	conj	compound	en	hi	true	boundary
train-s744	20	21	ADJ	PART	compound	advmod	hi	hi	false	within
train-s744	21	23	PART	VERB	advmod	xcomp	hi	hi	false	within
train-s745	1	2	PART	ADJ	advmod	amod	en	en	false	within
train-s745	2	3	ADJ	NOUN	amod	nsubj	en	en	false	within
train-s745	3	4	NOUN	AUX	nsubj	cop	en	en	false	within
train-s745	4	5	AUX	ADJ	cop	root	en	en	false	within
train-s745	5	6	ADJ	SCONJ	root	mark	en	en	false	boundary
train-s745	6	8	SCONJ	NOUN	mark	nsubj	en	hi	true	within
train-s745	8	9	NOUN	PRON	nsubj	obj	hi	hi	false	within
train-s745	9	10	PRON	VERB	obj	advcl	hi	hi	false	within
train-s746	1	2	NOUN	PRON	nmod	nsubj	en	en	false	within
train-s746	2	3	PRON	VERB	nsubj	root	en	en	false	within
train-s746	3	4	VERB	ADJ	root	amod	en	en	false	boundary
train-s746	4	5	ADJ	NOUN	amod	obj	en	en	false	within
train-s746	5	6	NOUN	SCONJ	obj	mark	en	en	false	boundary
train-s746	6	7	SCONJ	VERB	mark	advcl	en	en	false	within
train-s746	7	9	VERB	VERB	advcl	vocative	en	hi	true	within
train-s746	9	10	VERB	PART	vocative	advmod	hi	hi	false	within
train-s746	10	11	PART	AUX	advmod	aux	hi	hi	false	within
